1.000000000	0.000000001	0.000000021	0.000000015	0.000000019	0.000000010	0.000000003	0.000000030	0.000000034	0.000000030	0.000000030	0.000000034	0.000000008	0.000000019	0.000000014	0.000000008	0.000000030	0.000000034	0.000000030	0.000000010	0.000000005	0.000000034	0.000000034	0.000000027	0.000000034	0.000000034	0.000000014	0.000000012	0.000000034	0.000000034	0.000000034	0.000000034	0.000000043	0.000000027	0.000000008	0.000000006	0.000000021	0.000000024	0.000000030	0.000000034
0.000000001	1.000000000	0.000003210	0.000002015	0.000002744	0.000001110	0.000000243	0.000005207	0.000006144	0.000005207	0.000005207	0.000006144	0.000000832	0.000002744	0.000001732	0.000000832	0.000005207	0.000006144	0.000005207	0.000001110	0.000000414	0.000006144	0.000006144	0.000004422	0.000006144	0.000006144	0.000001732	0.000001490	0.000006144	0.000006144	0.000006144	0.000006144	0.000008616	0.000004422	0.000000627	0.000000627	0.000003210	0.000003764	0.000005207	0.000006144
0.000000021	0.000003210	1.000000000	0.000432483	0.000738343	0.000163647	0.000017480	0.002478752	0.003493489	0.002478752	0.002478752	0.003493489	0.000104623	0.000738343	0.000335463	0.000104623	0.002478752	0.003493489	0.002478752	0.000163647	0.000037243	0.003493489	0.003493489	0.001791763	0.003493489	0.003493489	0.000335463	0.000262250	0.003493489	0.003493489	0.003493489	0.003493489	0.007454186	0.001791763	0.000068296	0.000068296	0.000979760	0.001315880	0.002478752	0.003493489
0.000000015	0.000002015	0.000432483	1.000000000	0.000562390	0.000130482	0.000014585	0.001791763	0.002478752	0.001791763	0.001791763	0.002478752	0.000084325	0.000562390	0.000262250	0.000084325	0.001791763	0.002478752	0.001791763	0.000130482	0.000021014	0.002478752	0.002478752	0.001315880	0.002478752	0.002478752	0.000432483	0.000206485	0.002478752	0.002478752	0.002478752	0.002478752	0.002478752	0.001315880	0.000055565	0.000055565	0.000738343	0.000979760	0.001791763	0.002478752
0.000000019	0.000002744	0.000738343	0.000562390	1.000000000	0.000206485	0.000021014	0.003493489	0.005034190	0.003493489	0.003493489	0.005034190	0.000130482	0.000979760	0.000432483	0.000130482	0.003493489	0.005034190	0.003493489	0.000206485	0.000030668	0.005034190	0.005034190	0.002478752	0.005034190	0.005034190	0.000432483	0.000335463	0.005034190	0.005034190	0.005034190	0.005034190	0.005034190	0.002478752	0.000084325	0.000084325	0.001315880	0.001791763	0.003493489	0.005034190
0.000000010	0.000001110	0.000163647	0.000130482	0.000206485	1.000000000	0.000007267	0.000562390	0.000738343	0.000562390	0.000562390	0.000738343	0.000037243	0.000206485	0.000262250	0.000037243	0.000562390	0.000738343	0.000979760	0.000084325	0.000010241	0.000738343	0.000738343	0.000432483	0.000738343	0.000738343	0.000104623	0.000084325	0.000738343	0.000738343	0.000738343	0.000738343	0.000738343	0.000432483	0.000025343	0.000025343	0.000262250	0.000335463	0.000562390	0.000738343
0.000000003	0.000000243	0.000017480	0.000014585	0.000021014	0.000007267	1.000000000	0.000045400	0.000055565	0.000045400	0.000045400	0.000055565	0.000005207	0.000021014	0.000017480	0.000005207	0.000068296	0.000055565	0.000045400	0.000007267	0.000002349	0.000055565	0.000084325	0.000037243	0.000055565	0.000055565	0.000012204	0.000010241	0.000055565	0.000055565	0.000055565	0.000055565	0.000055565	0.000037243	0.000003764	0.000003764	0.000025343	0.000030668	0.000045400	0.000055565
0.000000030	0.000005207	0.002478752	0.001791763	0.003493489	0.000562390	0.000045400	1.000000000	0.031301113	0.018315639	0.018315639	0.031301113	0.000335463	0.003493489	0.001315880	0.000335463	0.018315639	0.031301113	0.018315639	0.000562390	0.000068296	0.031301113	0.031301113	0.011422891	0.031301113	0.031301113	0.001315880	0.000979760	0.031301113	0.031301113	0.031301113	0.031301113	0.031301113	0.011422891	0.000206485	0.000206485	0.005034190	0.007454186	0.018315639	0.031301113
0.000000034	0.000006144	0.003493489	0.002478752	0.005034190	0.000738343	0.000055565	0.031301113	1.000000000	0.031301113	0.031301113	0.059105747	0.000432483	0.005034190	0.001791763	0.000432483	0.031301113	0.059105747	0.031301113	0.000738343	0.000084325	0.059105747	0.059105747	0.018315639	0.059105747	0.059105747	0.001791763	0.001315880	0.059105747	0.059105747	0.059105747	0.059105747	0.059105747	0.018315639	0.000262250	0.000262250	0.007454186	0.011422891	0.031301113	0.059105747
0.000000030	0.000005207	0.002478752	0.001791763	0.003493489	0.000562390	0.000045400	0.018315639	0.031301113	1.000000000	0.018315639	0.031301113	0.000335463	0.003493489	0.001315880	0.000335463	0.018315639	0.031301113	0.018315639	0.000562390	0.000068296	0.031301113	0.031301113	0.011422891	0.031301113	0.031301113	0.001315880	0.000979760	0.031301113	0.031301113	0.031301113	0.031301113	0.031301113	0.011422891	0.000206485	0.000206485	0.005034190	0.007454186	0.018315639	0.031301113
