0.500000	0.006144	0.006435	0.006428	0.006430	0.006420	0.006369	0.006434	0.006438	0.006434	0.006434	0.006438	0.006416	0.006430	0.006421	0.006416	0.006434	0.006438	0.006434	0.006424	0.006386	0.006438	0.006438	0.006433	0.006438	0.006438	0.006426	0.006425	0.006438	0.006437	0.006432	0.006432	0.006440	0.006433	0.006409	0.006408	0.006431	0.006432	0.006434	0.006437
0.006144	0.500000	0.007821	0.007341	0.007464	0.006982	0.005665	0.007628	0.007799	0.007628	0.007628	0.007854	0.007049	0.007464	0.006972	0.007049	0.007623	0.007852	0.007623	0.007017	0.006183	0.007852	0.007852	0.007619	0.007883	0.007853	0.007269	0.007189	0.007852	0.007804	0.007507	0.007507	0.008005	0.007597	0.006784	0.006761	0.007515	0.007557	0.007628	0.007852
0.006435	0.007821	0.500000	0.012626	0.012885	0.012078	0.009176	0.013045	0.012944	0.013045	0.013045	0.012947	0.010838	0.012885	0.011969	0.010838	0.013012	0.012936	0.013012	0.011442	0.010247	0.012936	0.012935	0.012324	0.012573	0.012939	0.012469	0.012297	0.012936	0.012406	0.012652	0.012652	0.015193	0.013066	0.010424	0.010572	0.012979	0.013025	0.013045	0.012938
0.006428	0.007341	0.012626	0.500000	0.013483	0.011832	0.009064	0.013613	0.013330	0.013613	0.013613	0.013333	0.011417	0.013483	0.011740	0.011417	0.013578	0.013320	0.013578	0.011238	0.009046	0.013320	0.013320	0.012971	0.013087	0.013325	0.013052	0.012871	0.013320	0.013372	0.012361	0.012361	0.013489	0.013652	0.010973	0.010400	0.013578	0.013619	0.013613	0.013323
0.006430	0.007464	0.012885	0.013483	0.500000	0.012072	0.009263	0.013959	0.013935	0.013959	0.013959	0.013939	0.011657	0.013763	0.011979	0.011657	0.013921	0.013925	0.013921	0.011473	0.009242	0.013925	0.013925	0.013275	0.013446	0.013930	0.013315	0.013130	0.013925	0.013982	0.012648	0.012648	0.013874	0.013970	0.011207	0.010621	0.013866	0.013919	0.013959	0.013927
0.006420	0.006982	0.012078	0.011832	0.012072	0.500000	0.008566	0.012185	0.011853	0.012185	0.012185	0.011855	0.010145	0.012072	0.012365	0.010145	0.012156	0.011846	0.013619	0.010712	0.008544	0.011846	0.011846	0.011536	0.011757	0.011849	0.011684	0.011522	0.011846	0.011617	0.011855	0.011855	0.012070	0.012222	0.009749	0.009891	0.012156	0.012195	0.012185	0.011848
0.006369	0.005665	0.009176	0.009064	0.009263	0.008566	0.500000	0.009476	0.009712	0.009476	0.009476	0.009841	0.008783	0.009263	0.009251	0.008783	0.010330	0.009836	0.009462	0.008688	0.007779	0.009836	0.009872	0.009529	0.009933	0.009837	0.008947	0.008819	0.009836	0.009729	0.009233	0.009233	0.009470	0.009451	0.008401	0.008456	0.009342	0.009398	0.009476	0.009837
0.006434	0.007628	0.013045	0.013613	0.013959	0.012185	0.009476	0.500000	0.016777	0.014716	0.014716	0.016787	0.011832	0.013959	0.012113	0.011832	0.014674	0.016766	0.014674	0.011659	0.009456	0.016766	0.016765	0.013799	0.014490	0.016771	0.013430	0.013237	0.016766	0.016849	0.013209	0.013209	0.014994	0.014485	0.011391	0.010812	0.014126	0.014277	0.014716	0.016768
0.006438	0.007799	0.012944	0.013330	0.013935	0.011853	0.009712	0.016777	0.500000	0.016777	0.016777	0.021149	0.011971	0.013935	0.011932	0.011971	0.016731	0.021113	0.016730	0.012166	0.009766	0.021113	0.021113	0.015916	0.021820	0.021121	0.013083	0.012854	0.021113	0.021249	0.014939	0.014939	0.018350	0.015665	0.011548	0.011053	0.014348	0.014875	0.016777	0.021117
0.006434	0.007628	0.013045	0.013613	0.013959	0.012185	0.009476	0.014716	0.016777	0.500000	0.014716	0.016787	0.011832	0.013959	0.012113	0.011832	0.014674	0.016766	0.014674	0.011659	0.009456	0.016766	0.016765	0.013799	0.014490	0.016771	0.013430	0.013237	0.016766	0.016849	0.013209	0.013209	0.014994	0.014485	0.011391	0.010812	0.014126	0.014277	0.014716	0.016768
